label,cityLabel
牠不重，牠是我寶貝3,Saving Shiloh
爱情麻辣烫,Spicy Love Soup
暴雨屋,Stormhouse
世界奇妙物語 電影特別篇,Tales of the Unusual
寅次郎的故事22 传说中的寅次郎,Talk of the Town Tora-san
古宅黑水,The Black Waters of Echo's Pond
斗将拉面男,Tatakae!! Ramenman
射鵰英雄傳 (1977年電影),The Brave Archer
射鵰英雄傳續集,The Brave Archer 2
新少棒闖天下3,The Bad News Bears Go to Japan
火燒少林寺 (1976年電影),The Blazing Temple
神鵰俠侶 (1982年電影),The Brave Archer and His Mate
喬治·帕爾的奇幻電影世界,The Fantasy Film Worlds of George Pal
亞美尼亞最後的鋼絲表演家,The Last Tightrope Dancer in Armenia
丟失的勳章：比利石的冒險,The Lost Medallion: The Adventures of Billy Stone
天安门 (纪录片),The Gate of Heavenly Peace
穿牛仔褲的公爵,The Duke Wore Jeans
最后的狮子,The Last Lions
最後的荒野,The Last Great Wilderness
追凶,The Fairy Tale Killer
龍之家族,The Dragon Family
行運一條龍,The Lucky Guy
电影史话,The Story of Film: An Odyssey
钢的琴,The Piano in a Factory
超时空来电,The Caller
無名英雄,The Anonymous Heroes
星際大戰（廣播劇）,Star Wars
黑店,The Black Tavern
異塚,The Closet
衛斯理之老貓,The Cat
太空遊俠,Space Travelers
陽暉樓,The Geisha
最後的證人 (1980年電影),The Last Witness
射進心房,Shot in the Heart
愛人同志 (電影),Stars and Roses
全家救星,Stuart Saves His Family
太平洋之嵐,Storm Over the Pacific
斯泰拉做出格,Stella Does Tricks
明星短路,Stars in Shorts
愛，無盡,Still Mine
我们讲述的故事,Stories We Tell
塔麻可吉 快樂的故事!?,Tamagotchi: Happiest Story in the Universe!
老千 (電影),Tazza: The High Rollers
中國之役,The Battle of China
八百壮士,The 800 Heroes
日本誕生,The Birth of Japan
勁抽福祿壽,The Fortune Buddies
四大名捕,The Four
紙屋悅子的青春,The Blossoming of Kamiya Etsuko
戰鬥六十九,The Fighting 69th
梦回金沙城,The Dreams of Jinsha
戀之風景,The Floating Landscape
洪福齊天 (電影),The Gambling Ghost
情聖,The Magnificent Scoundrels
鐵幕情天恨,The Girl from Petrovka
豬玀之王,The King of Pigs
幽冥戰線,The Objective
女殺油地獄,The Oil-Hell Murder
原諒的力量,The Power of Forgiveness
老陶工,The Old Jar Craftsman
紙上旅團,The Paper Brigade
黑水仙,The Last Witness
心魔,The Bedevilled
金融腐蝕列島・呪縛（1999年）,Spellbound
建築師 (電影),The Architect
公园 (电影),The Park
The Life (2002年電影),The Life
Talking Head (1992年電影),Talking Head
間諜,The Spy
人猿泰山 (1999年電影),Tarzan of the Apes
人海奇花,Shopping for Fangs
醉侠苏乞儿,Story of Drunken Master
新少棒闖天下2,The Bad News Bears in Breaking Training
殺手麵包師,The Baker
歡唱愛爾蘭,The Boys from County Clare
犯罪的重構,The Big Swindle
蜜桃成熟时33D,The 33D Invader
佛羅倫斯人,The Florentine
世博总动员,The Legend of Silk Boy
古惑仔激情篇洪興大飛哥,The Legendary 'Tai Fei'
格倫羅旺事件,The Glenrowan Affair
康定情歌,The Love Song of Kang Ding
我家有一隻河東獅,The Lion Roars
當納聚會,The Donner Party
最後的騎士,The Last Knights
新仙鶴神針,The Magic Crane
瀛台泣血,The Last Tempest
白夫人的妖恋,The Legend of the White Serpent
桃樹 (電影),The Peach Tree
竹山孤旅,The Life of Chikuzan
霸王花,The Inspector Wears Skirts
海綿寶寶 海陸大出擊,The SpongeBob Movie: Sponge Out of Water
蜘蛛侠归来,The Spider Returns
寅次郎的故事21 走自己的路,Stage-Struck Tora-san
愛情故事的故事,Story of a Love Story
喜歡你、,Su-ki-da
星級大改造,Tetsujin 28: The Movie
射鵰英雄傳第三集,The Brave Archer 3
倫文敘老點柳先開,The Kung Fu Scholar
李三腳威震地獄門,The Dragon Lives Again
少年守衛者,The Junior Defenders
香港攻略,The Battle of Hong Kong
與幽靈同在的夏日,The Discarnates
歌劇魅影25週年紀念,The Phantom of the Opera at the Royal Albert Hall
盜光者,The Light Thief
迷失禁果,The Loss of Sexual Innocence
農夫的午餐,The Ploughman's Lunch
南方紀事之浮世光影,The Strait Story
大路,The Big Road
魯冰花,The Dull Ice Flower
替身,The Double
俠聖 (1992年電影),The Sting
總站 (1961年電影),Terminus
冷暖群芳,The Best of Everything
來信,The Letter
情書 (1997年電影),The Letter
1976年版的《犬神家的一族》,The Inugamis
董夫人,The Arch
宇宙海盜哈洛克,Space Pirate Captain Harlock
极速天使,Speed Angels
閃閃的紅星之紅星小勇士,Sparkling Red Star
間諜俏辣媚,Spy Girl
鬼新娘,Spiritual Love
天國車站,Station to Heaven
飛天大賊,Steelyard Blues
飢餓的鬼魂,The Hungry Ghosts
法外情,The Unwritten Law
近道抄出命,The Shortcut
This Is My Father (1999年電影),This Is My Father
八寶奇兵,They Came to Rob Hong Kong
旺角監獄,To Live and Die in Mongkok
這些愚蠢的事情,These Foolish Things
鼠膽三兄弟,The Wood
這個小時有七天,This Hour Has Seven Days
超時空要愛,Timeless Romance
誘拐報道,To Trap a Kidnapper
高斯奥特曼：日月第一击,Ultraman Cosmos: The First Contact
幽靈人間II鬼味人間,Visible Secret 2
任性的兒子,Wayward Son
入城之路,Waydowntown
戰爭來到美國,War Comes to America
準備好拍攝,Ware ni Utsu Yōi Ari
秋田犬蓬夫,Wasao
瑜珈學院,Yoga Hakwon
《Young and Beautiful》 (電影),Young and Beautiful
冷酷的世界,The Cool World
牧马人,The Herdsman
赤裸羔羊3：致命快感,Street Angels
說話的人,The People Speak
虎眼,Tiger Eyes
童眼,The Child's Eye
刺客嬌娃：賞金女獵人,The Huntresses
大騎士 (電影),The Horsemen
影子保鏢,The Minder
無宿,The Homeless
啞女情深,The Silent Wife
人肉叉燒包II之天誅地滅,The Untold Story 2
戰慄迷宮3D THE SHOCK LABYRINTH,The Shock Labyrinth
成功的滋味 (2009年電影),The Smell of Success
泰瑞·福克斯故事,The Terry Fox Story
總統的理髮師,The President's Barber
姚明來了,The Year of the Yao
三个和尚,Three Monks
我虽死去,Though I Am Gone
鄰里之間 (電影),Two Family House
迪迦奥特曼：最终圣战,Ultraman Tiga: The Final Odyssey
城市威脅,Urban Menace
大闹画室,Uproar in the Studio
网瘾战争,War of Internet Addiction
悲歡的歲月,Yorokobi mo kanashimi mo ikutoshitsuki
横道世之介,Yokomichi Yonosuke
那些年我們瘋狂的青春,Yeh Jawaani Hai Deewani
買兇拍人,"You Shoot, I Shoot"
魚年,Year of the Fish
催眠,The Hypnotist
冬春的日子,The Days
急凍奇俠,The Iceman Cometh
兒子的大玩偶 (電影),The Sandwich Man
重生 (2006年電影),Undoing
兄弟重逢,The Reunion
四人餐桌,The Uninvited
鬼畜 (電影),The Demon
少女黨,Street Angels
古宅心慌慌,The Death Curse
最佳損友闖情關,The Crazy Companies II
記憶中的風琴,The Harmonium in My Memory
沖繩小子,The Miracle of Joe Petrel
徵婚啟事,The Personals
大醬 (電影),The Recipe
笑傲江湖 (1978年电影),The Proud Youth
甦醒的金狼,The Resurrection of the Golden Wolf
媒人帮,The Superb Matchmakers
友情歲月之山雞故事,Those Were the Days...
天與地 (香港電影),Tian Di
漁村,The Sea Village
時來運轉,Those Merry Souls
荒野中的聲音,The Voice in the Wilderness
群龍奪寶,Three Against the World
ウルトラマンUSA（劇場版）,Ultraman: The Adventure Begins
傑克父子,Two Jacks
兩人出局,Two Down and One to Go
拥抱朝阳,Up for the Rising Sun
笑之大學,University of Laughs
鹹蛋超人狄格、帝納、凱亞－超時空大決戰,Ultraman Tiga & Ultraman Dyna & Ultraman Gaia: Battle in Hyperspace
稻草之盾,Shield of Straw
威基基兄弟,Waikiki Brothers
如履薄冰,Thin Ice
直搗黃龍,The Man from Hong Kong
精裝難兄難弟,Those Were the Days
雷帝錯上身,Thunderstruck
我们俩,You and Me
太阳照常升起 (电影),The Sun Also Rises
時代屋的女房,Time and Tide
事件 (大岡昇平),The Incident
方子傳,The Servant
解剖學教室,The Cut
西遊記之大鬧天宮,The Monkey King
約束 (電影),The Rendezvous
動物園崗,The Zoo Gang
幕後黑手 (電影),The Winner
破壞部隊,The Wrecking Crew
小白龍情海翻波,The White Dragon
異域魔影,Unearthed
那個夏天,Timeless Love
吊人,The Hanged Man
无用,Useless
迷幻偵探,They Might Be Giants
偶然路過的街,Strangers in the City
亞飛與亞基,The Days of Being Dumb
2005年重拍,The Quatermass Experiment
上海紀事,The Shanghai Document
一只狗的大学时光,The University Days of a Dog
来自雪河的人︰ 场上的壮观,The Man from Snowy River: Arena Spectacular
喜羊羊与灰太狼之虎虎生威,The Tiger Prowess
愛情差錯覺,"The Relation of Face, Mind and Love"
三壘手(電影),Third Base
妖獸都市 (1992年電影),The Wicked City
沒有橋的河流,The River with No Bridge
重要人物 (電影),The Heavy
战国 (电影),The Warring States
福尔摩斯的功绩,The Triumph of Sherlock Holmes
起章節附註,The Triple Cross
衛斯理藍血人,The Wesley's Mysterious File
捐精大丈夫,Delivery Man
独自等待,Waiting Alone
活该你单身,You Deserve to Be Single
消極的快樂、電鋸的邊緣,Negative Happy Chain Saw Edge
最佳損友,The Crazy Companies
女人四十一枝花,The Hot Flashes
喜羊羊與灰太狼之喜氣羊羊過蛇年,The Mythical Ark: Adventures in Love & Happiness
夜半歌声 (1995年电影),The Phantom Lover
心中有鬼,The Matrimony
血符門,The Crimson Charm
血滴子 (2012年电影),The Guillotines
年輕戰俘,The Young Captives
鐵金剛大破紫陽觀,The Shrine of Ultimate Bliss
出讓丈夫的女人,Thy Womb
不屈的城,Unvanquished City
愛上百份百英雄,We're No Bad Guys
新古惑仔之少年激鬥篇,Young and Dangerous: The Prequel
京義線,The Railroad
委託人,The Client
偉大的奧馬利,The Great O'Malley
法內情,The Truth
飛狐外傳,The Sword of Many Lovers
明日世界,Tomorrowland
四大天王,The Heavenly Kings
通灵的按摩师,The Mystic Masseur
勇闯天下,The Warrior
一起,Together
刮痧,The Gua Sha Treatment
不安分的良心：1935年至1945年德國反抗希特勒行動,The Restless Conscience: Resistance to Hitler Within Germany 1933-1945
國定殺戮日,The Purge
繼承 (2007年電影),The Inheritance
最強羅曼史,The Perfect Couple
寅次郎的故事2 我爱我阿妈,Tora-san's Cherished Mother
寅次郎的故事3 恋爱大放题,"Tora-san, His Tender Love"
寅次郎的故事35 寅次郎恋爱补习班,"Tora-san, the Go-Between"
寅次郎的故事37 幸福的青鸟,Tora-san's Bluebird Fantasy
寅次郎的故事4 好梦成空,Tora-san's Grand Scheme
寅次郎的故事40 寅次郎沙拉纪念日,Tora-san's Salad-Day Memorial
寅次郎的故事5 望乡篇,Tora-san's Runaway
寅次郎的故事7 奋斗篇,"Tora-san, the Good Samaritan"
致命陷索,Toxic
賭聖延續篇：賭霸,Top Bet
駱駝女孩的沙漠之旅,Tracks
陰陽路5之一見發財,Troublesome Night 5
陰陽路柒撞到正,Troublesome Night 7
戀愛的溫度,Very Ordinary Couple
我是桃太郎的什麼呢？,What Am I for Momotaro
上帝的鞋子在那裡,Where God Left His Shoes
哆啦A夢七小子與火車大暴走,Doki Doki Wildcat Engine
冬天的女子,Winter Woman
忠烈楊家將,Saving General Yang
性工作者十日談,Whispers and Moans
野樱桃 (2009年电影),Wild Cherry
高山下的花环,Wreaths at the Foot of the Mountain
斑馬人2：斑馬城的逆襲,Zebraman 2: Attack on Zebra City
零的焦點,Zero Focus
风暴 (电影),Firestorm
人在囧途,Lost on Journey
航向深海,Voyage to the Bottom of the Sea
莊子試妻,Zhuangzi Tests His Wife
搖滾萬萬歲,This Is Spinal Tap
寅次郎的故事28 寅次郎纸帆船,Tora-san's Promise
寅次郎的故事38 知床旅情,Tora-san Goes North
寅次郎的故事44 寅次郎的告白,Tora-san Confesses
寅次郎的故事46 寅次郎的相亲,Tora-san's Matchmaker
寅次郎的故事9 柴又慕情,Tora-san's Dear Old Home
六樓后座,Truth or Dare: 6th Floor Rear Flat
智取威虎山3D,The Taking of Tiger Mountain
苦恼人的笑,Troubled Laughter
特别手术室,Unforgettable Life
陰陽路3之升棺發財,Troublesome Night 3
哆啦A夢七小子與怪盜哆啦邦謎樣的挑戰書,The Puzzling Challenge Letter of the Mysterious Thief Dorapan
飛虎,First Option
野性新世界,Wild New World
97古惑仔之戰無不勝,Young and Dangerous 4
98古惑仔之龍爭虎鬥,Young and Dangerous 5
完美廣播,Wonderful Radio
古惑仔2之猛龍過江,Young and Dangerous 2
浮城 (電影),Floating City
宵禁之後,Lewat Djam Malam
雙龍出海,The Return of Pom Pom
美人計,Lady Assassin
迷惑 (2000年電影),Turbulence
拖車公園男孩,Trailer Park Boys: The Movie
DOCUMENTARY of AKB48 Show must go on 少女們即使受傷，也在努力實現夢想,Q8154273
福星小子 完結篇,Q8157918
疑神疑鬼,The Ghost Inside
英雄連,Company of Heroes
紅髮女郎,Woman with Red Hair
我的愛人．你的死神,Too Tired to Die
寅次郎的故事11 寅次郎勿忘我,Tora-san's Forget Me Not
寅次郎的故事19 寅次郎与贵族,Tora-san Meets His Lordship
寅次郎的故事24 寅次郎春之梦,Tora-san's Dream of Spring
寅次郎的故事36 柴又之恋,Tora-san's Island Encounter
熱帶魚 (電影),Tropical Fish
肌膚之親,Touchy Feely
鶇 (電影),Tugumi
紫羅蘭與黛西,Violet & Daisy
大搜查線之封鎖彩虹橋,Bayside Shakedown 2
奸人本色,Who Is the Craftiest
威斯特摩蘭訴CBS案,Westmoreland v. CBS
再生號,Written By
女篮5号,Woman Basketball Player No. 5
謀殺下山事件,Willful Murder
古惑仔3之隻手遮天,Young and Dangerous 3
最後的座頭市,Zatoichi: The Last
絕唱,Zesshō
雙龍吐珠,Pom Pom Strikes Back
暴风雪,Whiteout
等待，是為了和妳相遇,Q8011125
福星小子4：鬼姬傳說,Q8157949
何必有我,Why Me?
殺無赦(日本版),Unforgiven
失驚無神,Q8354016
仙樂飄飄,"Whatever Will Be, Will Be"
制服,Uniform
女人心,Women
大贏家,Winner Takes All
光荣的愤怒,Trouble Makers
牙齒和指甲,Tooth and Nail
白髮魔女傳,White Hair Devil Lady
殺妻秘笈,How to Top My Wife
寅次郎的故事10 寅次郎美梦成真,Tora-san's Dream-Come-True
寅次郎的故事12 我的寅先生,Tora-san Loves an Artist
寅次郎的故事16 葛饰立志篇,"Tora-san, the Intellectual"
寅次郎的故事20 加油啊寅次郎,Tora-san Plays Cupid
寅次郎的故事34 寅次郎真实一路,Tora-san's Forbidden Love
寅次郎的故事42 我的舅舅寅次郎,"Tora-san, My Uncle"
寅次郎的故事45 寅次郎的青春,Tora-san Makes Excuses
寅次郎的故事6 纯情篇,Tora-san's Shattered Romance
我不賣身我賣子宮,True Women for Sale
熱帶酒吧 (電影),Torrid Zone
玩具性愛,Toy Love
秋天路,Traces of Love
英雄好汉,Tragic Hero
財神客棧,Treasure Inn
陰陽路之我在你左右II,Troublesome Night 2
哆啦A夢七小子與點心娜娜王國,Funny candy of Okashinana!?
白色蛙,White Frog
金枝玉葉2,"Who's the Woman, Who's the Man?"
懸紅,The Bounty
时来运转2：米科诺斯的国王,Wog Boy 2: Kings of Mykonos
狼女 (電影),Wolf Girl
分歧者·異類叛逃,Divergent
上空女郎,Topless Women Talk About Their Lives
寅次郎的故事14 寅次郎摇篮曲,Tora-san's Lullaby
寅次郎的故事25 寅次郎芙蓉花,Tora's Tropical Fever
寅次郎的故事27 浪花之恋,Tora-san's Love in Osaka
寅次郎的故事30 寅次郎落英缤纷,"Tora-san, the Expert"
寅次郎的故事31 旅行、女伴和寅次郎,Tora-san's Song of Love
寅次郎的故事32 吹口哨的寅次郎,Tora-san Goes Religious?
寅次郎的故事39 寅次郎物语,Tora-san Plays Daddy
寅次郎的故事41 寅次郎心路历程,Tora-san Goes to Vienna
寅次郎的故事43 寅次郎的休息日,Tora-san Takes a Vacation
寅次郎的故事8 寅次郎恋歌,Tora-san's Love Call
星舰笑传2,Trekkies 2
陰陽路4與鬼同行,Troublesome Night 4
陰陽路6之凶週刊,Troublesome Night 6
一眉道人,Vampire Vs. Vampire
威尼斯、威尼斯,Venice/Venice
血芙蓉,Vengeful Beauty
孩子不壞,We Not Naughty
地獄開麥拉,Why Don't You Play in Hell?
我們就是派對,We the Party
神鬼行動,Whole Lotta Sole
誰是他媽的傑克森·波拉克,Who the #$&% Is Jackson Pollock?
世界第一群交會,World's Biggest Gang Bang
海誓山盟 (电影),Yeh Vaada Raha
記得...香蕉成熟時,"Yesteryou, Yesterme, Yesterday"
上京物語,Jōkyō Monogatari
流感 (電影),The Flu
阿嫂,Mob Sister
管制塔,Q8816061
明月照尖東,With or Without You
未來之我製作法,Q8013889
劇場版 福星小子3：情侶樂天派,Q8158015
Wonderful World (2010年日本電影),Wonderful World
火車英雄,Q8858166
打架 (2007年電影),Venus and Mars
陽光寶貝,Baby
寅次郎的故事 寅次郎紅之花,Tora-san to the Rescue
寅次郎的故事13 寅次郎失恋记,Tora-san's Lovesick
"Tjorven, Batsman, and Moses (1964年電影)",Q10698929
美国骗局,American Hustle
大德蘭修女,Theresa: The Body of Christ
星星敢死队,Q10316548
20歲男孩的戀愛,It Boy
致命危機,No Way Back
密宗威龙,Q10952772
富爸爸 (2013年電視電影),Q10954513
富貴黃金屋,Q10954797
愛的言靈,Q10296795
新金瓶梅 (电影),Q11084435
星月無盡,Q11088527
猪猪侠之积木世界的童话,Q10409929
玻露的泡泡球,Q10419065
暮蟬鳴泣時 (電影),Q11090460
最後的貴族,Q11091759
酷馬,Q10563779
風雨故園,Q10566230
幽靈終結者外傳,Laid to Rest
太行山上,On the Mountain of Tai Hang
兩腳朝天2,De Pernas pro Ar 2
清宫秘史,Sorrows of the Forbidden City
飢餓遊戲：自由幻夢 終結戰,The Hunger Games: Mockingjay – Part 2
暗黑街的對決,Q10980098
旗正飄飄,Q11085475
日本海大海戰,Q11086456
昨日的記憶,Q11088901
暗黑街,Q11090436
木吉他：20歲之歌Acoustic,Q11092891
未成年吧女,Q11093287
表姐，妳好嘢！4之情不自禁,Her Fatal Ways 4
血手印,The Crimson Palm
鏡獅子 (紀錄片),Kagami jishi
无人区,No Man's Land
鄰居同居,L DK
我被我的往事譴責,Meu Passado Me Condena
有情饮水饱,"Love Me, Love My Money"
夏威夷大海戰,Hawai Mare oki kaisen
恐怖熱線之大頭怪嬰,Horror Hotline...Big Head Monster
小时代,Tiny Times
吾家有子初長成,Tribute
天平之甍,Q9998284
女人本色,Q10070988
好女十八嫁,Q10077103
富貴開心鬼,Q10259774
小燕子 (动画),Q10259936
