label,cityLabel,city
雅辛·本齊亞,Yassine Benzia,http://www.wikidata.org/entity/Q4732
托马斯·穆勒,Thomas Müller,http://www.wikidata.org/entity/Q43666
畢圖特,Thomas Berthold,http://www.wikidata.org/entity/Q57433
吉田裕幸,Hiroyuki Yoshida,http://www.wikidata.org/entity/Q47313
阿爾瓦羅·岡薩雷斯,Álvaro González Soberón,http://www.wikidata.org/entity/Q27729
亚德里安·拉比奥特,Adrien Rabiot,http://www.wikidata.org/entity/Q18962
丹尼·古爾沙,Daniel González Güiza,http://www.wikidata.org/entity/Q19041
基斯坦奴·朗拿度,Cristiano Ronaldo,http://www.wikidata.org/entity/Q11571
巴费蒂姆比·戈米,Bafétimbi Gomis,http://www.wikidata.org/entity/Q11966
德赖斯·梅滕斯,Dries Mertens,http://www.wikidata.org/entity/Q11954
迪克·艾德沃卡特,Dick Advocaat,http://www.wikidata.org/entity/Q11949
阿歷山大·拿卡錫迪,Alexandre Lacazette,http://www.wikidata.org/entity/Q13306
马库斯·魏因齐尔,Markus Weinzierl,http://www.wikidata.org/entity/Q15772
泽·罗伯托,Zé Roberto,http://www.wikidata.org/entity/Q57167
巴爾塔,Hakan Balta,http://www.wikidata.org/entity/Q31564
弗里茨·瓦尔特,Fritz Walter,http://www.wikidata.org/entity/Q22717
施蒙尼·巴斯奧治,Simone Bacciocchi,http://www.wikidata.org/entity/Q31504
費利佩·薩阿德,Felipe Saad,http://www.wikidata.org/entity/Q27768
安东尼奥·卡布里尼,Antonio Cabrini,http://www.wikidata.org/entity/Q68064
曼努埃爾·菲舍爾,Manuel Fischer,http://www.wikidata.org/entity/Q71128
比林德利,Alessandro Birindelli,http://www.wikidata.org/entity/Q67995
科妮·波勒斯,Conny Pohlers,http://www.wikidata.org/entity/Q70179
盧卡斯·迪尼,Lucas Digne,http://www.wikidata.org/entity/Q72648
赫尔曼·纽贝格,Hermann Neuberger,http://www.wikidata.org/entity/Q75199
阿薩納西奧斯‧佩措斯,Thanos Petsos,http://www.wikidata.org/entity/Q72894
馬爾文·普拉滕哈特,Marvin Plattenhardt,http://www.wikidata.org/entity/Q72214
干沙路·卡斯度,Gonzalo Castro,http://www.wikidata.org/entity/Q28239
伊戈尔·布博尼季奇,Igor Bubnjić,http://www.wikidata.org/entity/Q71774
佩尔·默特萨克,Per Mertesacker,http://www.wikidata.org/entity/Q70550
菲尔·巴德斯利,Phil Bardsley,http://www.wikidata.org/entity/Q69965
詹皮耶罗·博尼佩尔蒂,Giampiero Boniperti,http://www.wikidata.org/entity/Q68050
迪亞高·米列圖,Diego Milito,http://www.wikidata.org/entity/Q76089
高路祖,Heinz Krügel,http://www.wikidata.org/entity/Q74961
二宮浩,Hiroshi Ninomiya,http://www.wikidata.org/entity/Q47324
吉奥瓦尼·特拉帕托尼,Giovanni Trapattoni,http://www.wikidata.org/entity/Q44420
安德列亚斯·奥特尔,Andreas Ottl,http://www.wikidata.org/entity/Q44673
域陀·華迪斯,Víctor Valdés,http://www.wikidata.org/entity/Q47548
羅拔圖·文仙尼,Roberto Mancini,http://www.wikidata.org/entity/Q48330
萊安·弗雷澤,Ryan Fraser,http://www.wikidata.org/entity/Q44527
鲁迪·沃勒尔,Rudi Völler,http://www.wikidata.org/entity/Q44464
迪特·穆勒,Dieter Müller,http://www.wikidata.org/entity/Q60417
長澤徹,Tetsu Nagasawa,http://www.wikidata.org/entity/Q47659
斯托諾威樂團,René Klingbeil,http://www.wikidata.org/entity/Q49789
利維亞尼,Emmanuel Rivière,http://www.wikidata.org/entity/Q60596
塞巴斯蒂安·格拉克斯,Sébastien Grax,http://www.wikidata.org/entity/Q60614
奧卡·尼科洛夫,Oka Nikolov,http://www.wikidata.org/entity/Q60544
度度·佐治斯古,Dudu Georgescu,http://www.wikidata.org/entity/Q50807
彼得·拉梅臣,Peter Rasmussen,http://www.wikidata.org/entity/Q63996
穆沙·施素高,Moussa Sissoko,http://www.wikidata.org/entity/Q60545
端尼·杜倫,Tunay Torun,http://www.wikidata.org/entity/Q60836
