label,cityLabel,countryLabel
渤海国上京龙泉府遗址,Shangjing Longquanfu,People's Republic of China
卢泰西亚,Lutetia,France
塞琉西亞,Seleucia,Seleucid Empire
科巴,Coba,Mexico
塞琉西亞,Seleucia,Iraq
阿克拉堡壘,Acra,Israel
卡拉卡拉浴场,Baths of Caracalla,Italy
塞琉西亞,Seleucia,Parthian Empire
龙泉窑,Longquan celadon,People's Republic of China
卡纳克神庙,Karnak Temple Complex,Egypt
当阳峪窑,Q1159682,People's Republic of China
塞琉西亞,Seleucia,Sassanian Empire
塞傑斯塔,Segesta,Italy
塞司陀斯,Sestos,Turkey
薩邁拉大清真寺,Great Mosque of Samarra,Iraq
台西遗址,Taixi,People's Republic of China
科尔多瓦罗马神庙,Roman temple of Córdoba,Spain
阿法埃婭神廟,Temple of Aphaea,Greece
羅洛士,Roluos,Cambodia
普尼克斯,Pnyx,Greece
奧里維亞,Olbia,Ukraine
KV34,KV34,Egypt
卡拉薩薩亞神廟,Kalasasaya,Bolivia
叙利亚北部古村落群,Dead Cities,Syria
塞佛瑞斯,صفورية,فلسطين.
吉州窑,Jizhou ware,People's Republic of China
库克早期农业遗址,Kuk Swamp,Papua New Guinea
法爾內塞花園,Farnese Gardens,Italy
萨顿胡,Sutton Hoo,United Kingdom
卡薩爾的古羅馬別墅,Villa Romana del Casale,Italy
薩繆爾要塞,Samuil's Fortress,Republic of Macedonia
亚珥拔,Arpad,Syria
奥法堤,Offa's Dyke,United Kingdom
帕路修斯,Pelusium,Egypt
布斯拉,Bosra,Syria
披邁石宮,Phimai historical park,Thailand
KV3,KV3,Egypt
丰镐,Fenghao,People's Republic of China
定窑,Ding ware,People's Republic of China
库里翁,Kourion,Cyprus
克尼多斯,Knidos,Turkey
方形神殿,Maison Carrée,France
塞本尼托斯,Sebennytos,Egypt
奧普隆蒂斯,Oplontis,Italy
代赫舒爾,Dahshur,Egypt
凱撒浴場,Trier Imperial Baths,Germany
埃克巴坦那,Ecbatana,Iran
阿克沙克,Akshak,Iraq
田納斯,Tanasi,United States of America
德馬尼西,Dmanisi,Georgia
马丘比丘,Machu Picchu,Peru
丹尼弗克,Danevirke,Germany
东谷坨遗址,Donggutuo,People's Republic of China
阿傑隆,Ajloun,Jordan
希拉孔波利斯,Nekhen,Egypt
小長梁文化,Xiaochangliang,People's Republic of China
美國獨立紀念館,Independence Hall,United States of America
林家遗址,Linjia,People's Republic of China
奥兰治堡,Fort Orange,United States of America
威洛沃科莫科,Werowocomoco,United States of America
贞女之家,House of the Vestals,Italy
驼山石窟,Tuoshan,People's Republic of China
曼比季,Manbij,Syria
柳湾遗址,Liuwan,People's Republic of China
耀州窑,Yaozhou ware,People's Republic of China
高句丽墓葬群,Complex of Goguryeo Tombs,North Korea
梅斯·艾纳克,Mes Aynak,Afghanistan
二里头遗址,Erlitou,People's Republic of China
韦利亚,Velia,Italy
巩义窑址,Q1320905,People's Republic of China
博爾戈爾山,Jebel Barkal,Sudan
伯赛大,Bethsaida,Israel
凱撒利亞·馬力提馬,Caesarea Maritima,Israel
苏韦达,Al-Suwayda,Syria
卡瑟爾岩,Rock of Cashel,Ireland
乌尔比亚巴西利卡,Basilica Ulpia,Italy
邺,Ye,Empire of China
咸阳宫,Q2360265,People's Republic of China
太和城遗址,Q2388538,People's Republic of China
东岳石遗址,Dongyueshi,People's Republic of China
加莱里乌斯拱门,Arch of Galerius and Rotunda,Greece
炭河里遗址,Tanheli site,People's Republic of China
邺,Ye,People's Republic of China
昌昌,Chan Chan,Peru
馬可奧里略圓柱,Column of Marcus Aurelius,Italy
雅各井,Jacob's Well,State of Palestine
伊奢那城,Sambor Prei Kuk,Cambodia
阿尔加文化,El Argar,Spain
喔㕭文化,Óc Eo,Vietnam
卡尔凯美什,Carchemish,Syria
阿爾扎赫的提格蘭納克特,Tigranakert of Artsakh,Azerbaijan
黑金字塔,Pyramid of Amenemhat III,Egypt
蒙德维尔遗址,Moundville Archaeological Site,United States of America
夏娃墓,Tomb of Eve,Saudi Arabia
布罗德盖石圈,Ring of Brodgar,United Kingdom
梅塞尔坑,Messel pit,Germany
希律门,Herod's Gate,Israel
霍高爾登,Hovgården,Sweden
培希努,Pessinus,Turkey
西潘王,Lord of Sipán,Peru
龙山石窟,Longshan Grotto,People's Republic of China
龙虬庄遗址,Longqiuzhuang,People's Republic of China
富盛窑址,Q1475314,People's Republic of China
浙南石棚墓群,Q1479926,People's Republic of China
哈特拉,Hatra,Iraq
拉杰德夫金字塔,Pyramid of Djedefre,Egypt
大明宫,Daming Palace,People's Republic of China
大河村遗址,Dahecun,People's Republic of China
埃武拉罗马神庙,Roman Temple of Évora,Portugal
伊斯納,Esna,Egypt
薩萊楚克,Saray-Jük,Kazakhstan
汉茂陵,Maoling,People's Republic of China
畢達哥利翁,Pythagoreion,Greece
鹿台岗遗址,Lutaigang,People's Republic of China
古格王国遗址,Tsaparang,People's Republic of China
卢克索神庙,Luxor Temple,Egypt
天梯山石窟,Tiantishan Grottoes,People's Republic of China
史高比耶要塞,Skopje Fortress,Republic of Macedonia
玫瑰宮,Schloss Rosenau,Germany
廟底溝文化,Miaodigou,People's Republic of China
和平祭坛博物馆,Ara Pacis,Italy
奥勒良城墙,Aurelian Walls,Italy
瑪西亞水道,Aqua Marcia,Italy
瑰瑪金字塔,Pyramids of Güímar,Spain
梅多克罗夫特岩棚,Meadowcroft Rockshelter,United States of America
皇家浴池,Srah Srang,Cambodia
克拉羅斯 (古希臘),Claros,Turkey
奧斯提亞安提卡,Ostia Antica,Italy
卡兹尼神殿,Al Khazneh,Jordan
圖米班巴,Tumebamba,Ecuador
维罗纳圆形竞技场,Verona Arena,Italy
邁阿賴努阿曼,Maarrat al-Nu'man,Syria
鲤鱼嘴遗址,Liyuzui,People's Republic of China
大堡子山遗址及墓群,Dabuzi,People's Republic of China
克桑托斯,Xanthos,Turkey
陶比奧古墓,Talpiot Tomb,Israel
陶比奧古墓,Talpiot Tomb,Palestinian territories
丹尼索瓦洞,Denisova Cave,Russia
加理多墓窟,Catacomb of Callixtus,Italy
马梅尔定监狱,Mamertine Prison,Italy
高松塚古墳,Takamatsuzuka Tomb,Japan
朗色林庄园,Q1802955,People's Republic of China
