label,cityLabel,countryLabel
明楚王墓,Q11088072,People's Republic of China
明鲁王墓,Q11088247,People's Republic of China
李卓峰墓,Q11095618,People's Republic of China
李子长墓,Q11095954,People's Republic of China
武训墓及祠堂,Q11124928,People's Republic of China
永陵 (西魏),Q11132829,People's Republic of China
泰陵 (隋朝),Q11145207,People's Republic of China
淅川和尚岭与徐家岭楚墓群,Q11152141,People's Republic of China
麻赫穆德·喀什噶里墓,Q11175883,People's Republic of China
明光禄大夫何峻岗墓,Q11087718,People's Republic of China
昭西陵,Q11089004,People's Republic of China
富士靈園,Fuji Cemetery,Japan
朱家岗战斗烈士墓,Q11093871,People's Republic of China
李开先墓,Q11096396,People's Republic of China
杨泗洪墓,Q11101754,People's Republic of China
横城汉墓群,Q11121337,People's Republic of China
武威雷台古墓,Q11124025,People's Republic of China
永思陵,Q11132068,People's Republic of China
沙嶺超級殯葬城,Q11139949,People's Republic of China
龟山汉楚王墓,Q11182016,People's Republic of China
明肃王墓,Q11088178,People's Republic of China
曹顶墓,Q11091336,People's Republic of China
李富墓,Q11096185,People's Republic of China
李白墓,Q11097506,People's Republic of China
林兆恩墓,Q11105503,People's Republic of China
林玄辅墓,Q11106650,People's Republic of China
梁鹤鸣墓,Q11114475,People's Republic of China
武寧陵,Q11124120,People's Republic of China
江倩墓,Q11133654,People's Republic of China
沈寿墓,Q11138206,People's Republic of China
鸠摩罗什舍利塔,Q11174149,People's Republic of China
华北军区烈士陵园,North China Military Martyrs Cemetery,People's Republic of China
昭遠墳場,Chiu Yuen Cemetery,People's Republic of China
明代张简墓地,Q11087707,People's Republic of China
明惠大师塔,Q11087872,People's Republic of China
明显陵,Q11087935,People's Republic of China
朱子襄,Q11093813,People's Republic of China
杜家庄墓群,Q11098885,People's Republic of China
栗毓美墓,Q11110714,People's Republic of China
梁士诒墓,Q11113784,People's Republic of China
横塘南朝墓,Q11121339,People's Republic of China
段玉裁墓,Q11125526,People's Republic of China
殷士儋墓,Q11125631,People's Republic of China
毛纪、毛敏墓,Q11127959,People's Republic of China
沙梁坡墓群,Q11140120,People's Republic of China
泉州明代丁氏回族墓群,Q11143157,People's Republic of China
海清寺塔,Q11151023,People's Republic of China
敬王陵,Q10299284,People's Republic of China
景王陵,Q10321286,People's Republic of China
辽陵,Q15136747,People's Republic of China
帝王谷,Valley of the Kings,Egypt
何维柏墓,Q10886381,People's Republic of China
保泰陵,Q10887679,People's Republic of China
兰陵古墓,Q10893731,People's Republic of China
兵沟汉墓群,Q10894511,People's Republic of China
阿布西尔,Abusir,Egypt
三一八烈士公墓,Q18110377,People's Republic of China
